+----------------------------------------+-------------+
|                 Label                  | Address(PC) |
|          Snake.setDir$ret.241          |    51440    |
|        IF_FALSE16$SnakeGame.run        |    51456    |
|         IF_END16$SnakeGame.run         |    51456    |
|        IF_FALSE14$SnakeGame.run        |    51460    |
|         IF_END14$SnakeGame.run         |    51460    |
|         Snake.tryMove$ret.242          |    51552    |
|       LOOP_EXIT_80$SnakeGame.run       |    51588    |
|        IF_TRUE17$SnakeGame.run         |    51592    |
|     SnakeGrid.drawCrashed$ret.243      |    51684    |
|            Sys.halt$ret.244            |    51772    |
|        IF_FALSE17$SnakeGame.run        |    51788    |
|         IF_END17$SnakeGame.run         |    51788    |
|           Snake.posX$ret.245           |    51896    |
|           Snake.posY$ret.246           |    51988    |
|      SnakeGrid.checkFood$ret.247       |    52064    |
|       LOOP_EXIT_81$SnakeGame.run       |    52092    |
|        IF_TRUE18$SnakeGame.run         |    52096    |
|         Snake.eatFood$ret.248          |    52188    |
|      SnakeGame.nextLevel$ret.249       |    52284    |
|      SnakeGrid.placeFood$ret.250       |    52388    |
|        IF_FALSE18$SnakeGame.run        |    52404    |
|         IF_END18$SnakeGame.run         |    52404    |
|           Snake.grow$ret.251           |    52512    |
|       SnakeGrid.drawFood$ret.252       |    52616    |
|      SnakeGrid.drawStatus$ret.253      |    52720    |
|            Sys.wait$ret.254            |    52824    |
|      SnakeGame.nextCycle$ret.255       |    52920    |
|   Snake.checkRewriteHistory$ret.256    |    53024    |
|       LOOP_EXIT_82$SnakeGame.run       |    53052    |
|        IF_TRUE19$SnakeGame.run         |    53056    |
|        Snake.getLength$ret.257         |    53148    |
|        IF_FALSE19$SnakeGame.run        |    53168    |
|         IF_END19$SnakeGame.run         |    53168    |
|        WHILE_END0$SnakeGame.run        |    53172    |
|       SnakeGrid.drawDone$ret.258       |    53264    |
|            Sys.halt$ret.259            |    53352    |
|          SnakeGame.nextLevel           |    53432    |
|         Math.multiply$ret.260          |    53560    |
|    LOOP_EXIT_83$SnakeGame.nextLevel    |    53680    |
|     IF_TRUE20$SnakeGame.nextLevel      |    53684    |
|     IF_FALSE20$SnakeGame.nextLevel     |    53728    |
|      IF_END20$SnakeGame.nextLevel      |    53728    |
|          SnakeGame.nextCycle           |    53796    |
|           SnakeGame.getGrid            |    53916    |
|           SnakeGame.getSnake           |    53996    |
|           SnakeGame.getCycle           |    54076    |
|           SnakeGame.getScore           |    54156    |
|           SnakeGame.getLevel           |    54236    |
|          SnakeGame.getPaused           |    54316    |
|           SnakeGameMain.main           |    54396    |
|         SnakeGame.new$ret.261          |    54480    |
|         SnakeGame.run$ret.262          |    54580    |
|       SnakeGame.dispose$ret.263        |    54680    |
|             SnakeGrid.new              |    54760    |
|          Memory.alloc$ret.264          |    54848    |
|          Math.divide$ret.265           |    54972    |
|          Math.divide$ret.266           |    55112    |
|           Array.new$ret.267            |    55216    |
|           Array.new$ret.268            |    55320    |
|       SnakeGrid.initGrid$ret.269       |    55720    |
|           SnakeGrid.dispose            |    55796    |
|          SnakeGrid.placeFood           |    55872    |
|     WHILE_EXP0$SnakeGrid.placeFood     |    55920    |
|    LOOP_EXIT_84$SnakeGrid.placeFood    |    55960    |
|         Math.multiply$ret.270          |    56064    |
|    LOOP_EXIT_85$SnakeGrid.placeFood    |    56280    |
|      IF_TRUE0$SnakeGrid.placeFood      |    56284    |
|     IF_FALSE0$SnakeGrid.placeFood      |    56300    |
|      IF_END0$SnakeGrid.placeFood       |    56300    |
|    SnakeGrid.checkOccupied$ret.271     |    56408    |
|    LOOP_EXIT_86$SnakeGrid.placeFood    |    56444    |
|      IF_TRUE1$SnakeGrid.placeFood      |    56448    |
|     IF_FALSE1$SnakeGrid.placeFood      |    56468    |
|      IF_END1$SnakeGrid.placeFood       |    56468    |
|     WHILE_END0$SnakeGrid.placeFood     |    56472    |
|           SnakeGrid.drawFood           |    56564    |
|        Screen.setColor$ret.272         |    56668    |
|         Math.multiply$ret.273          |    56784    |
|         Math.multiply$ret.274          |    56912    |
|         Math.multiply$ret.275          |    57040    |
|         Math.multiply$ret.276          |    57168    |
|      Screen.drawRectangle$ret.277      |    57268    |
|           SnakeGrid.initGrid           |    57348    |
|           Array.new$ret.278            |    57488    |
|     WHILE_EXP1$SnakeGrid.initGrid      |    57512    |
|    LOOP_EXIT_87$SnakeGrid.initGrid     |    57572    |
|           Array.new$ret.279            |    57664    |
|     WHILE_EXP2$SnakeGrid.initGrid      |    57684    |
|    LOOP_EXIT_88$SnakeGrid.initGrid     |    57744    |
|         Math.multiply$ret.280          |    57844    |
|     WHILE_END2$SnakeGrid.initGrid      |    57960    |
|         Math.multiply$ret.281          |    58060    |
|     WHILE_END1$SnakeGrid.initGrid      |    58180    |
|        Screen.setColor$ret.282         |    58276    |
|         Math.multiply$ret.283          |    58404    |
|         Math.multiply$ret.284          |    58532    |
|         Math.multiply$ret.285          |    58660    |
|        Screen.drawLine$ret.286         |    58760    |
|            SnakeGrid.sizeX             |    58840    |
|            SnakeGrid.sizeY             |    58920    |
|            SnakeGrid.foodX             |    59000    |
|            SnakeGrid.foodY             |    59080    |
|         SnakeGrid.setOccupied          |    59160    |
|         Math.multiply$ret.287          |    59292    |
|         Math.multiply$ret.288          |    59404    |
|        SnakeGrid.checkOccupied         |    59600    |
|         Math.multiply$ret.289          |    59732    |
|         Math.multiply$ret.290          |    59844    |
|  LOOP_EXIT_89$SnakeGrid.checkOccupied  |    59964    |
|    IF_TRUE2$SnakeGrid.checkOccupied    |    59968    |
|   IF_FALSE2$SnakeGrid.checkOccupied    |    60048    |
|    IF_END2$SnakeGrid.checkOccupied     |    60116    |
|          SnakeGrid.checkFood           |    60116    |
|    LOOP_EXIT_90$SnakeGrid.checkFood    |    60192    |
|      IF_TRUE3$SnakeGrid.checkFood      |    60196    |
|    LOOP_EXIT_91$SnakeGrid.checkFood    |    60264    |
|      IF_TRUE4$SnakeGrid.checkFood      |    60268    |
|     IF_FALSE4$SnakeGrid.checkFood      |    60348    |
|      IF_END4$SnakeGrid.checkFood       |    60348    |
|     IF_FALSE3$SnakeGrid.checkFood      |    60352    |
|      IF_END3$SnakeGrid.checkFood       |    60352    |
|        SnakeGrid.debugPosition         |    60420    |
|       Output.moveCursor$ret.291        |    60528    |
|       SnakeGame.getCycle$ret.292       |    60632    |
|        Output.printInt$ret.293         |    60708    |
|       Output.moveCursor$ret.294        |    60820    |
|        Output.printInt$ret.295         |    60920    |
|       Output.moveCursor$ret.296        |    61032    |
|        Output.printInt$ret.297         |    61132    |
|         SnakeGrid.drawSnakeBit         |    61212    |
|        Screen.setColor$ret.298         |    61316    |
|         Math.multiply$ret.299          |    61428    |
|         Math.multiply$ret.300          |    61528    |
|         Math.multiply$ret.301          |    61628    |
|         Math.multiply$ret.302          |    61752    |
|      Screen.drawRectangle$ret.303      |    61852    |
|     SnakeGrid.setOccupied$ret.304      |    61992    |
|        SnakeGrid.clearSnakeBit         |    62072    |
|        Screen.setColor$ret.305         |    62168    |
|         Math.multiply$ret.306          |    62280    |
|         Math.multiply$ret.307          |    62380    |
|         Math.multiply$ret.308          |    62480    |
|         Math.multiply$ret.309          |    62604    |
|      Screen.drawRectangle$ret.310      |    62704    |
|     SnakeGrid.setOccupied$ret.311      |    62836    |
|          SnakeGrid.drawStatus          |    62916    |
|          SnakeGrid.drawPaused          |    62992    |
|         SnakeGrid.clearPaused          |    63068    |
|           SnakeGrid.drawDone           |    63144    |
|         SnakeGrid.drawCrashed          |    63220    |
|               String.new               |    63296    |
|          Memory.alloc$ret.312          |    63384    |
|        LOOP_EXIT_92$String.new         |    63460    |
|          IF_TRUE0$String.new           |    63464    |
|          IF_FALSE0$String.new          |    63476    |
|           IF_END0$String.new           |    63476    |
|           Array.new$ret.313            |    63588    |
|             String.length              |    63668    |
|             String.charAt              |    63748    |
|         Math.multiply$ret.314          |    63864    |
|            String.setCharAt            |    63984    |
|         Math.multiply$ret.315          |    64100    |
|           String.appendChar            |    64252    |
|         Math.multiply$ret.316          |    64372    |
|     LOOP_EXIT_93$String.appendChar     |    64440    |
|       IF_TRUE1$String.appendChar       |    64444    |
|      IF_FALSE1$String.appendChar       |    64560    |
|       IF_END1$String.appendChar        |    64560    |
|          String.eraseLastChar          |    64632    |
|   LOOP_EXIT_94$String.eraseLastChar    |    64692    |
|     IF_TRUE2$String.eraseLastChar      |    64696    |
|     IF_FALSE2$String.eraseLastChar     |    64740    |
|      IF_END2$String.eraseLastChar      |    64740    |
|            String.intValue             |    64808    |
|      LOOP_EXIT_95$String.intValue      |    65004    |
|        IF_TRUE3$String.intValue        |    65008    |
|       IF_FALSE3$String.intValue        |    65036    |
|        IF_END3$String.intValue         |    65052    |
|       WHILE_EXP0$String.intValue       |    65052    |
|         Math.multiply$ret.317          |    65192    |
|         String.isDigit$ret.318         |    65308    |
|      LOOP_EXIT_96$String.intValue      |    65356    |
|         Math.multiply$ret.319          |    65456    |
|         Math.multiply$ret.320          |    65556    |
|       String.charToDigit$ret.321       |    65672    |
|       WHILE_END0$String.intValue       |    65732    |
|      LOOP_EXIT_97$String.intValue      |    65756    |
|        IF_TRUE4$String.intValue        |    65760    |
|       IF_FALSE4$String.intValue        |    65836    |
|        IF_END4$String.intValue         |    65904    |
|             String.isDigit             |    65904    |
|           String.charToDigit           |    66060    |
|           String.digitToChar           |    66152    |
|              String.erase              |    66244    |
|             String.setInt              |    66332    |
|          String.erase$ret.322          |    66424    |
|       LOOP_EXIT_98$String.setInt       |    66496    |
|         IF_TRUE5$String.setInt         |    66500    |
|       String.appendChar$ret.323        |    66608    |
|        IF_FALSE5$String.setInt         |    66624    |
|         IF_END5$String.setInt          |    66624    |
|      String.setIntHelper$ret.324       |    66720    |
|          String.setIntHelper           |    66800    |
|    LOOP_EXIT_99$String.setIntHelper    |    66864    |
|      IF_TRUE6$String.setIntHelper      |    66868    |
|       String.digitToChar$ret.325       |    66964    |
|       String.appendChar$ret.326        |    67040    |
|     IF_FALSE6$String.setIntHelper      |    67056    |
|          Math.divide$ret.327           |    67156    |
|      String.setIntHelper$ret.328       |    67264    |
|         Math.multiply$ret.329          |    67396    |
|       String.digitToChar$ret.330       |    67500    |
|       String.appendChar$ret.331        |    67576    |
|      IF_END6$String.setIntHelper       |    67588    |
|             String.newLine             |    67656    |
|            String.backSpace            |    67724    |
|           String.doubleQuote           |    67792    |
|             String.dispose             |    67860    |
|                Sys.init                |    67936    |
|          Memory.init$ret.332           |    68012    |
|           Math.init$ret.333            |    68100    |
|          Output.init$ret.334           |    68188    |
|         Keyboard.init$ret.335          |    68276    |
|          Screen.init$ret.336           |    68364    |
|           Main.main$ret.337            |    68452    |
|            Sys.halt$ret.338            |    68540    |
|                Sys.halt                |    68620    |
|          WHILE_EXP0$Sys.halt           |    68620    |
|         LOOP_EXIT_100$Sys.halt         |    68660    |
|          WHILE_END0$Sys.halt           |    68664    |
|                Sys.wait                |    68732    |
|          WHILE_EXP1$Sys.wait           |    68756    |
|         LOOP_EXIT_101$Sys.wait         |    68812    |
|          WHILE_EXP2$Sys.wait           |    68820    |
|         LOOP_EXIT_102$Sys.wait         |    68876    |
|          WHILE_END2$Sys.wait           |    68912    |
|          WHILE_END1$Sys.wait           |    68948    |
|                  END                   |    69016    |
+----------------------------------------+-------------+
